ColumnInViewA,ColumnInViewB,DataType,SchemaNameA,ViewNameA,SchemaNameB,ViewNameB,SampleJoinQuery
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_ProjectPlan,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_ProjectPlan] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_WBS,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_WBS] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_WorkItems,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_WorkItems] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_Photos,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_Photos] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_Issues,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_Issues] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_Risks,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_Risks] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_FB_فرم_اقای_احمدی#child,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_FB_فرم_اقای_احمدی#child] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_Payments,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_Payments] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectId,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_Projects,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_Projects] AS b ON a.[ProjectID] = b.[ProjectId]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_ResourceUsage,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_ResourceUsage] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_FB_فرم_اقای_احمدی,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_FB_فرم_اقای_احمدی] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم#عملکرد_حکم] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_FB_فرم_برنامه_هفتم,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_FB_فرم_برنامه_هفتم#هدف_کمی,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم#هدف_کمی] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_FB_فرم_آپلود_فایل,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_FB_فرم_آپلود_فایل] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی] AS a INNER JOIN [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_FB_فرم_آپلود_فایل,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_FB_فرم_آپلود_فایل] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_FB_فرم_برنامه_هفتم#هدف_کمی,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم#هدف_کمی] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_FB_فرم_برنامه_هفتم,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم#عملکرد_حکم] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_FB_فرم_اقای_احمدی,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_FB_فرم_اقای_احمدی] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_ResourceUsage,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_ResourceUsage] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectId,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_Projects,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_Projects] AS b ON a.[ProjectID] = b.[ProjectId]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_Payments,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_Payments] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_FB_فرم_اقای_احمدی#child,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_FB_فرم_اقای_احمدی#child] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_Risks,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_Risks] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_Issues,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_Issues] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_Photos,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_Photos] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_WorkItems,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_WorkItems] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_WBS,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_WBS] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_ProjectPlan,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_ProjectPlan] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_ProjectMonthlyReport,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_ProjectMonthlyReport] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_ProjectPlanProgress,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_ProjectPlanProgress] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,Report,vw_ProjectScurve,SELECT * FROM [Report].[vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت] AS a INNER JOIN [Report].[vw_ProjectScurve] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_ProjectScurve,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_ProjectScurve] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_WorkItems,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_WorkItems] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_ProjectPlanProgress,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_ProjectPlanProgress] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_ProjectPlan,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_ProjectPlan] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_WBS,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_WBS] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_ProjectMonthlyReport,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_ProjectMonthlyReport] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_Photos,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_Photos] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_Issues,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_Issues] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_Risks,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_Risks] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_FB_فرم_اقای_احمدی#child,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_FB_فرم_اقای_احمدی#child] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_Payments,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_Payments] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectId,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_Projects,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_Projects] AS b ON a.[ProjectID] = b.[ProjectId]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_ResourceUsage,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_ResourceUsage] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_FB_فرم_اقای_احمدی,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_FB_فرم_اقای_احمدی] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم#عملکرد_حکم] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_FB_فرم_برنامه_هفتم,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_آپلود_فایل,Report,vw_FB_فرم_برنامه_هفتم#هدف_کمی,SELECT * FROM [Report].[vw_FB_فرم_آپلود_فایل] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم#هدف_کمی] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_FB_فرم_برنامه_هفتم#هدف_کمی,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم#هدف_کمی] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_FB_فرم_برنامه_هفتم,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم#عملکرد_حکم] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_ResourceUsage,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_ResourceUsage] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectId,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_Projects,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_Projects] AS b ON a.[ProjectID] = b.[ProjectId]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_Payments,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_Payments] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_FB_فرم_اقای_احمدی#child,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_FB_فرم_اقای_احمدی#child] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_Risks,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_Risks] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_Issues,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_Issues] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_Photos,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_Photos] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_WBS,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_WBS] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_ProjectPlan,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_ProjectPlan] AS b ON a.[ProjectID] = b.[ProjectID]
ProjectID,ProjectID,int,Report,vw_FB_فرم_اقای_احمدی,Report,vw_ProjectScurve,SELECT * FROM [Report].[vw_FB_فرم_اقای_احمدی] AS a INNER JOIN [Report].[vw_ProjectScurve] AS b ON a.[ProjectID] = b.[ProjectID]
